Alert ID,Ticker,Name,Description,Time,Webhook status
4342280400,"OANDA:USDCAD, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""strategy_id"":""abc_mfe_optimized"",""symbol"":""USDCAD"",""action"":""BUY"",""risk"":1.0,""meta"":{""tp"":1.39287,""sl"":1.38436,""c_level"":1.39132,""rr"":""0.22:1"",""exit_strategy"":""geometric"",""tp_mode"":""MFE Optimal"",""trailing_stop"":{""enabled"":false}}}",2026-04-02T10:35:00Z,Webhook successfully delivered
4342281026,"OANDA:USDCAD, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""strategy_id"":""abc_mfe_optimized"",""symbol"":""USDCAD"",""action"":""BUY"",""risk"":1.0,""meta"":{""tp"":1.39287,""sl"":1.38436,""c_level"":1.39132,""rr"":""0.22:1"",""exit_strategy"":""geometric"",""tp_mode"":""MFE Optimal"",""trailing_stop"":{""enabled"":false}}}",2026-04-02T10:35:00Z,Webhook successfully delivered
4342280400,"FX:GBPUSD, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""strategy_id"":""abc_mfe_optimized"",""symbol"":""GBPUSD"",""action"":""SELL"",""risk"":1.0,""meta"":{""tp"":1.31882,""sl"":1.32747,""c_level"":1.32087,""rr"":""0.31:1"",""exit_strategy"":""fixed_mfe"",""tp_mode"":""MFE Optimal"",""trailing_stop"":{""enabled"":false}}}",2026-04-02T10:35:00Z,Webhook successfully delivered
4342281026,"FX:GBPUSD, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""strategy_id"":""abc_mfe_optimized"",""symbol"":""GBPUSD"",""action"":""SELL"",""risk"":1.0,""meta"":{""tp"":1.31882,""sl"":1.32747,""c_level"":1.32087,""rr"":""0.31:1"",""exit_strategy"":""fixed_mfe"",""tp_mode"":""MFE Optimal"",""trailing_stop"":{""enabled"":false}}}",2026-04-02T10:35:00Z,Webhook successfully delivered
4367450908,"ICMARKETS:USDCHF, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""action"":""pattern_update"",""symbol"":""USDCHF"",""meta"":{""pattern"":""bullish"",""c_level"":0,""active"":false}}",2026-04-02T10:31:00Z,Webhook successfully delivered
4367197226,"ICMARKETS:EURUSD, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""strategy_id"":""abc_mfe_optimized"",""symbol"":""EURUSD"",""action"":""SELL"",""risk"":1.0,""meta"":{""tp"":1.15029,""sl"":1.15896,""c_level"":1.15319,""rr"":""0.5:1"",""exit_strategy"":""fixed_mfe"",""tp_mode"":""MFE Optimal"",""trailing_stop"":{""enabled"":false}}}",2026-04-02T10:31:00Z,Webhook successfully delivered
4342281026,"OANDA:USDCHF, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""action"":""pattern_update"",""symbol"":""USDCHF"",""meta"":{""pattern"":""bullish"",""c_level"":0.79900,""active"":true}}",2026-04-02T10:30:15Z,Webhook delivery failed — request took too long and timed out
4342280400,"OANDA:USDCHF, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""action"":""pattern_update"",""symbol"":""USDCHF"",""meta"":{""pattern"":""bearish"",""c_level"":0,""active"":false}}",2026-04-02T10:30:15Z,Webhook delivery failed — request took too long and timed out
4342281026,"OANDA:USDCHF, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""action"":""pattern_update"",""symbol"":""USDCHF"",""meta"":{""pattern"":""bearish"",""c_level"":0,""active"":false}}",2026-04-02T10:30:15Z,Webhook delivery failed — request took too long and timed out
4342280400,"OANDA:USDCHF, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""action"":""pattern_update"",""symbol"":""USDCHF"",""meta"":{""pattern"":""bullish"",""c_level"":0.79900,""active"":true}}",2026-04-02T10:30:15Z,Webhook delivery failed — request took too long and timed out
